Name,2021 Rank,2021 Count,2020 Rank,2020 Count,2019 Rank,2019 Count,2018 Rank,2018 Count,2017 Rank,2017 Count,2016 Rank,2016 Count,2015 Rank,2015 Count,2014 Rank,2014 Count,2013 Rank,2013 Count,2012 Rank,2012 Count,2011 Rank,2011 Count,2010 Rank,2010 Count,2009 Rank,2009 Count,2008 Rank,2008 Count,2007 Rank,2007 Count,2006 Rank,2006 Count,2005 Rank,2005 Count,2004 Rank,2004 Count,2003 Rank,2003 Count,2002 Rank,2002 Count,2001 Rank,2001 Count,2000 Rank,2000 Count,1999 Rank,1999 Count,1998 Rank,1998 Count,1997 Rank,1997 Count,1996 Rank,1996 Count
Aaron-Lee,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],[x],[x]
Aaronas,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarondeep,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,589",4,[x],[x],"3,208",4,"3,009",4,"1,629",9,"2,636",4,"1,467",9,"2,501",4,"1,281",10,"1,367",9,"1,454",8,"1,104",12
Aaronjit,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],[x],[x]
Aaronveer,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],"3,589",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],"2,337",4,[x],[x]
Aaroon,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,"2,859",3,[x],[x]
Aarron,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,478",5,[x],[x],[x],[x],[x],[x],"4,805",3,"2,892",6,"2,629",7,"3,744",4,"3,687",4,"1,666",12,"1,892",9,"2,754",5,"1,596",10,"1,962",7,"1,519",9,"1,078",14,953,16,697,24,585,31,629,26,755,20
Aarsh,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarthav,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarudh,"4,789",3,"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarujan,[x],[x],[x],[x],[x],[x],[x],[x],"3,996",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarun,"4,789",3,[x],[x],"3,937",4,[x],[x],"4,812",3,"4,810",3,"4,747",3,[x],[x],"3,822",4,[x],[x],[x],[x],"3,865",4,[x],[x],"4,432",3,[x],[x],"3,385",4,"3,208",4,"3,009",4,[x],[x],"3,225",3,[x],[x],"2,501",4,"2,425",4,"2,419",4,[x],[x],"2,020",5
Aarusan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarush,"1,078",26,856,34,844,36,919,32,943,32,"1,431",18,807,39,959,30,788,39,821,38,662,49,687,45,"1,033",25,964,27,"1,079",22,"2,282",7,"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aaruv,[x],[x],[x],[x],[x],[x],[x],[x],"3,996",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarvik,"3,017",6,[x],[x],"4,702",3,"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarvin,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,908",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aary,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,"4,023",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aarya,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,"4,023",4,"3,004",6,"3,362",5,"2,954",6,"3,416",5,"4,647",3,"2,400",8,"4,527",3,[x],[x],"3,589",4,"2,870",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aaryan,598,63,524,72,582,64,549,68,436,98,420,100,478,83,513,75,520,71,515,72,473,78,495,71,473,76,527,64,560,55,494,61,653,40,906,23,"1,248",13,"1,190",13,[x],[x],[x],[x],"2,943",3,"2,901",3,[x],[x],[x],[x]
Aaryav,"3,990",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,908",4,"3,895",4,"3,315",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aaryn,"3,990",4,[x],[x],"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aaryun,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aaryz,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aasem,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aashir,"4,789",3,[x],[x],"3,937",4,[x],[x],"3,996",4,"4,810",3,"3,908",4,[x],[x],"2,660",7,"4,805",3,"2,390",8,"2,941",6,"3,227",5,"3,158",5,"2,023",9,"2,087",8,"3,849",3,"3,009",4,[x],[x],[x],[x],[x],[x],[x],[x],"2,097",5,[x],[x],[x],[x],[x],[x]
Aashish,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,"3,830",4,"3,332",5,[x],[x],[x],[x],"4,333",3,"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,587",4,[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Aashman,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aashrith,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aasif,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,052",3,[x],[x],[x],[x],[x],[x],"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aasim,[x],[x],"4,608",3,"3,937",4,"3,011",6,"3,040",6,"3,079",6,"3,373",5,"4,632",3,"2,403",8,"2,721",7,[x],[x],"4,678",3,"2,126",9,"3,687",4,"3,095",5,"2,870",5,"1,991",8,"2,070",7,"1,771",8,"1,799",7,"1,949",6,[x],[x],"1,850",6,"1,821",6,"2,337",4,"2,020",5
Aathavan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,023",4,[x],[x],[x],[x],"3,822",4,[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aathiran,"3,017",6,"4,608",3,"3,411",5,"3,959",4,"3,996",4,"3,478",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aathish,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aatif,[x],[x],"4,608",3,[x],[x],"4,749",3,"4,812",3,[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],"3,744",4,"2,276",8,"3,095",5,[x],[x],"3,849",3,[x],[x],"3,467",3,"2,636",4,[x],[x],"3,036",3,"2,097",5,"2,419",4,[x],[x],"1,765",6
Aatish,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,357",4
Aavai,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,895",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aavash,[x],[x],[x],[x],"3,937",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aavi,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aavish,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aayaan,[x],[x],"4,608",3,[x],[x],"4,749",3,[x],[x],"2,335",9,"3,908",4,"3,362",5,"3,822",4,"3,416",5,[x],[x],[x],[x],"3,227",5,"4,432",3,"4,333",3,"4,052",3,"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aayan,514,76,529,71,501,78,492,80,479,86,391,113,461,88,471,84,489,78,466,85,470,79,433,87,328,121,360,105,349,105,443,73,"1,299",15,"3,009",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aayansh,"2,301",9,"2,228",9,"1,655",14,"2,445",8,"2,324",9,[x],[x],"3,373",5,"3,362",5,"3,315",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aayden,[x],[x],"3,334",5,"3,411",5,"3,959",4,[x],[x],"4,810",3,[x],[x],"4,632",3,[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aayush,"1,984",11,"1,492",16,"1,745",13,"1,610",15,"2,172",10,"1,903",12,"1,673",14,"1,327",19,"1,294",19,"1,229",21,999,27,"1,144",23,"1,358",17,"1,457",15,"1,666",12,"1,469",13,"1,095",19,"1,498",11,"2,857",4,"2,636",4,"2,220",5,[x],[x],"2,425",4,[x],[x],"2,337",4,"2,863",3
Aazan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Aazil,[x],[x],[x],[x],"4,702",3,"4,749",3,"4,812",3,"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abaan,[x],[x],"2,682",7,"3,013",6,"2,445",8,"2,734",7,"2,335",9,"3,004",6,"1,421",17,"2,660",7,"3,039",6,"2,390",8,[x],[x],"2,837",6,[x],[x],"3,589",4,[x],[x],"2,754",5,[x],[x],[x],[x],"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abaas,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],"3,687",4,[x],[x],"2,870",5,[x],[x],"3,651",3,"3,467",3,[x],[x],[x],[x],"2,501",4,"2,097",5,"2,419",4,[x],[x],[x],[x]
Aban,[x],[x],[x],[x],[x],[x],"4,749",3,"3,449",5,"4,810",3,[x],[x],"3,362",5,"2,954",6,[x],[x],"4,647",3,"4,678",3,[x],[x],"3,687",4,"4,333",3,[x],[x],"3,208",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abanob,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abanoub,[x],[x],[x],[x],"3,411",5,"3,412",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,863",3
Abas,[x],[x],[x],[x],"3,937",4,[x],[x],[x],[x],"4,023",4,[x],[x],[x],[x],[x],[x],"4,805",3,"4,647",3,[x],[x],"3,227",5,[x],[x],[x],[x],[x],[x],[x],[x],"2,304",6,[x],[x],"2,636",4,"2,587",4,[x],[x],[x],[x],"2,419",4,"2,859",3,"1,765",6
Abass,[x],[x],"4,608",3,"3,937",4,[x],[x],[x],[x],"4,810",3,"3,908",4,[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,"2,837",6,"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,470",5,[x],[x],"1,746",7,[x],[x],[x],[x],"2,074",5,[x],[x],"2,863",3
Abayomi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,744",4,[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],"3,134",3,"3,036",3,[x],[x],"2,419",4,"2,022",5,"2,863",3
Abba,[x],[x],[x],[x],"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abbaas,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,"4,333",3,[x],[x],"3,849",3,"3,651",3,"2,470",5,"2,636",4,[x],[x],[x],[x],"2,943",3,[x],[x],"2,859",3,[x],[x]
Abban,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abbas,985,30,706,47,753,43,721,47,635,56,774,42,671,51,597,59,666,50,821,38,701,45,660,48,524,66,684,43,782,34,504,60,691,37,487,54,473,51,417,54,602,31,415,52,528,37,445,47,578,30,489,37
Abbass,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Abd,"4,789",3,"3,848",4,"3,411",5,"3,959",4,"3,040",6,"4,810",3,"3,373",5,"2,248",9,"2,403",8,"2,458",8,"1,909",11,"1,801",12,"2,544",7,"2,276",8,"2,435",7,"1,892",9,"1,851",9,"2,070",7,"2,189",6,"1,651",8,"2,220",5,[x],[x],"2,425",4,"2,901",3,"2,337",4,"2,020",5
Abdaal,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdal,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],"1,591",7
Abdalla,"2,125",10,"3,334",5,"3,013",6,"3,959",4,[x],[x],"2,804",7,"2,020",11,"2,079",10,"2,055",10,"2,117",10,"2,039",10,"2,036",10,"2,837",6,"1,953",10,"1,666",12,"1,545",12,"1,617",11,"1,596",10,"1,771",8,"2,636",4,"1,286",11,"3,036",3,"1,850",6,[x],[x],[x],[x],[x],[x]
Abdallah,"1,688",14,"1,314",19,974,29,"1,382",18,"1,247",21,"1,570",16,833,37,"1,178",22,"1,294",19,"1,270",20,"1,303",19,854,34,"1,133",22,"1,294",18,"1,014",24,"1,016",22,"1,377",14,999,20,"1,092",16,"1,128",14,"1,467",9,"1,425",9,"1,130",12,"1,821",6,[x],[x],"1,591",7
Abdalrahman,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],"4,678",3,[x],[x],[x],[x],"3,589",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdarahman,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdel,"4,789",3,"4,608",3,"3,937",4,"3,959",4,"2,734",7,"4,810",3,"3,908",4,"2,690",7,"2,954",6,"3,039",6,"3,300",5,"2,036",10,"3,744",4,"3,158",5,"2,435",7,"1,744",10,"2,418",6,"1,347",13,"1,771",8,"2,254",5,"1,949",6,"1,889",6,"2,943",3,[x],[x],"2,337",4,"2,357",4
Abdelaziz,[x],[x],[x],[x],"4,702",3,[x],[x],"4,812",3,"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdelkader,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,865",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdelkarim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Abdellah,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],"4,805",3,"4,647",3,[x],[x],[x],[x],"2,775",6,[x],[x],"2,870",5,"2,418",6,"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdelmalek,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdelmoumen,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdelrahim,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdelrahman,[x],[x],"3,334",5,[x],[x],"2,693",7,[x],[x],"4,023",4,[x],[x],"2,459",8,"3,315",5,"3,039",6,"3,300",5,"3,332",5,[x],[x],"3,158",5,[x],[x],"2,870",5,"2,418",6,[x],[x],"3,467",3,"2,254",5,[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Abdelrahmane,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,467",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abderahman,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,362",5,[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abderahmane,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,589",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abderrahman,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abderrahmane,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,589",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Abdi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,004",6,"2,690",7,"2,954",6,"2,458",8,"3,300",5,"1,407",17,"1,494",15,"1,828",11,"1,578",13,984,23,"1,047",20,"1,038",19,731,29,722,26,842,20,"1,330",10,"1,281",10,"1,110",12,"1,174",11,"1,235",10
